Date,Close
1/3/2012 16:00:00,7624.32
1/4/2012 16:00:00,7612.15
1/5/2012 16:00:00,7599.97
1/6/2012 16:00:00,7557.68
1/9/2012 16:00:00,7584.66
1/10/2012 16:00:00,7668.9
1/11/2012 16:00:00,7661.98
1/12/2012 16:00:00,7681.26
1/13/2012 16:00:00,7632.03
1/17/2012 16:00:00,7670.47
1/18/2012 16:00:00,7766.95
1/19/2012 16:00:00,7819.37
1/20/2012 16:00:00,7829.33
1/23/2012 16:00:00,7855.52
1/24/2012 16:00:00,7840.65
1/25/2012 16:00:00,7914.81
1/26/2012 16:00:00,7883.9
1/27/2012 16:00:00,7876.61
1/30/2012 16:00:00,7834.41
1/31/2012 16:00:00,7838.48
2/1/2012 16:00:00,7931.45
2/2/2012 16:00:00,7945.43
2/3/2012 16:00:00,8060.43
2/6/2012 16:00:00,8048.03
2/7/2012 16:00:00,8069.71
2/8/2012 16:00:00,8082.98
2/9/2012 16:00:00,8081.25
2/10/2012 16:00:00,7992.03
2/13/2012 16:00:00,8056.23
2/14/2012 16:00:00,8029.62
2/15/2012 16:00:00,7998.65
2/16/2012 16:00:00,8092.19
2/17/2012 16:00:00,8114.51
2/21/2012 16:00:00,8115.42
2/22/2012 16:00:00,8094.38
2/23/2012 16:00:00,8136.24
2/24/2012 16:00:00,8151.97
2/27/2012 16:00:00,8143.56
2/28/2012 16:00:00,8171.55
2/29/2012 16:00:00,8113.25
3/1/2012 16:00:00,8175.11
3/2/2012 16:00:00,8125.18
3/5/2012 16:00:00,8091.27
3/6/2012 16:00:00,7920.14
3/7/2012 16:00:00,7979.78
3/8/2012 16:00:00,8082.37
3/9/2012 16:00:00,8102.11
3/12/2012 16:00:00,8086.28
3/13/2012 16:00:00,8234.47
3/14/2012 16:00:00,8185.31
3/15/2012 16:00:00,8246.72
3/16/2012 16:00:00,8270.41
3/19/2012 16:00:00,8297.47
3/20/2012 16:00:00,8241.28
3/21/2012 16:00:00,8219.34
3/22/2012 16:00:00,8141.33
3/23/2012 16:00:00,8180.06
3/26/2012 16:00:00,8288.79
3/27/2012 16:00:00,8239.37
3/28/2012 16:00:00,8188.35
3/29/2012 16:00:00,8166.37
3/30/2012 16:00:00,8206.93
4/2/2012 16:00:00,8280.83
